week,season,analyst,position,player,rank
4,2024,Andy Behrens,RB,David Montgomery,2
4,2024,Andy Behrens,RB,Kyren Williams,3
4,2024,Andy Behrens,RB,Derrick Henry,4
4,2024,Andy Behrens,RB,Tony Pollard,5
4,2024,Andy Behrens,RB,James Cook,6
4,2024,Andy Behrens,RB,Najee Harris,7
4,2024,Andy Behrens,RB,Travis Etienne,8
4,2024,Andy Behrens,RB,De'Von Achane,9
4,2024,Andy Behrens,RB,Aaron Jones,10
4,2024,Andy Behrens,RB,Breece Hall,11
4,2024,Andy Behrens,RB,Christian McCaffrey,12
4,2024,Andy Behrens,RB,Rhamondre Stevenson,13
4,2024,Andy Behrens,RB,Saquon Barkley,14
4,2024,Andy Behrens,RB,Jonathan Taylor,15
4,2024,Andy Behrens,RB,Josh Jacobs,16
4,2024,Andy Behrens,WR,DeVonta Smith,1
4,2024,Andy Behrens,WR,Amon-Ra St. Brown,2
4,2024,Andy Behrens,WR,Garrett Wilson,3
4,2024,Andy Behrens,WR,Davante Adams,4
4,2024,Andy Behrens,WR,Keenan Allen,5
4,2024,Andy Behrens,WR,Ja'Marr Chase,6
4,2024,Andy Behrens,WR,Justin Jefferson,7
4,2024,Andy Behrens,WR,Drake London,8
4,2024,Andy Behrens,WR,CeeDee Lamb,9
4,2024,Andy Behrens,WR,Tee Higgins,10
4,2024,Andy Behrens,WR,Michael Pittman,11
4,2024,Andy Behrens,WR,Tyreek Hill,12
4,2024,Andy Behrens,WR,Stefon Diggs,13
4,2024,Andy Behrens,WR,DK Metcalf,14
4,2024,Andy Behrens,WR,Chris Olave,15
4,2024,Andy Behrens,WR,Puka Nacua,16
4,2024,Andy Behrens,TE,Foster Moreau,1
4,2024,Andy Behrens,TE,Dallas Goedert,2
4,2024,Andy Behrens,TE,Sam LaPorta,3
4,2024,Andy Behrens,TE,Pat Freiermuth,4
4,2024,Andy Behrens,TE,George Kittle,5
4,2024,Andy Behrens,TE,Isaiah Likely,6
4,2024,Andy Behrens,TE,Jake Ferguson,7
4,2024,Andy Behrens,TE,Mark Andrews,8
4,2024,Andy Behrens,TE,David Njoku,9
4,2024,Andy Behrens,TE,Brock Bowers,10
4,2024,Andy Behrens,TE,Travis Kelce,11
4,2024,Andy Behrens,TE,Cole Kmet,12
4,2024,Andy Behrens,DST,DAL DST,1
4,2024,Andy Behrens,DST,MIA DST,2
4,2024,Andy Behrens,DST,SF DST,3
4,2024,Andy Behrens,DST,CLE DST,4
4,2024,Andy Behrens,DST,KC DST,5
4,2024,Andy Behrens,DST,BUF DST,6
4,2024,Andy Behrens,DST,PHI DST,7
4,2024,Andy Behrens,DST,NE DST,8
4,2024,Andy Behrens,DST,BAL DST,9
4,2024,Andy Behrens,DST,PIT DST,10
4,2024,Adam Rank,QB,Dak Prescott,1
4,2024,Adam Rank,QB,Anthony Richardson,2
4,2024,Adam Rank,QB,Justin Herbert,3
4,2024,Adam Rank,QB,Lamar Jackson,4
4,2024,Adam Rank,QB,Brock Purdy,5
4,2024,Adam Rank,QB,Kyler Murray,6
4,2024,Adam Rank,QB,Joe Burrow,7
4,2024,Adam Rank,QB,Tua Tagovailoa,8
4,2024,Adam Rank,QB,Jalen Hurts,9
4,2024,Adam Rank,QB,Trevor Lawrence,10
4,2024,Adam Rank,QB,Jordan Love,11
4,2024,Adam Rank,QB,Josh Allen,12
4,2024,Adam Rank,RB,Kyren Williams,1
4,2024,Adam Rank,RB,De'Von Achane,2
4,2024,Adam Rank,RB,Tony Pollard,3
4,2024,Adam Rank,RB,James Cook,4
4,2024,Adam Rank,RB,Breece Hall,5
4,2024,Adam Rank,RB,Bijan Robinson,6
4,2024,Adam Rank,RB,Travis Etienne,7
4,2024,Adam Rank,RB,Rhamondre Stevenson,8
4,2024,Adam Rank,RB,Christian McCaffrey,9
4,2024,Adam Rank,RB,Josh Jacobs,10
4,2024,Adam Rank,RB,David Montgomery,11
4,2024,Adam Rank,RB,Jonathan Taylor,12
4,2024,Adam Rank,RB,Saquon Barkley,13
4,2024,Adam Rank,RB,Najee Harris,14
4,2024,Adam Rank,RB,Aaron Jones,15
4,2024,Adam Rank,RB,Derrick Henry,16
4,2024,Adam Rank,WR,Ja'Marr Chase,1
4,2024,Adam Rank,WR,Tyreek Hill,2
4,2024,Adam Rank,WR,Tee Higgins,3
4,2024,Adam Rank,WR,Puka Nacua,4
4,2024,Adam Rank,WR,DK Metcalf,5
4,2024,Adam Rank,WR,Davante Adams,6
4,2024,Adam Rank,WR,Michael Pittman,7
4,2024,Adam Rank,WR,Keenan Allen,8
4,2024,Adam Rank,WR,CeeDee Lamb,9
4,2024,Adam Rank,WR,Drake London,10
4,2024,Adam Rank,WR,DeVonta Smith,11
4,2024,Adam Rank,WR,Garrett Wilson,12
4,2024,Adam Rank,WR,Amon-Ra St. Brown,13
4,2024,Adam Rank,WR,Justin Jefferson,14
4,2024,Adam Rank,WR,Stefon Diggs,15
4,2024,Adam Rank,WR,Chris Olave,16
4,2024,Adam Rank,TE,Isaiah Likely,1
4,2024,Adam Rank,TE,Foster Moreau,2
4,2024,Adam Rank,TE,Sam LaPorta,3
4,2024,Adam Rank,TE,Brock Bowers,4
4,2024,Adam Rank,TE,Travis Kelce,5
4,2024,Adam Rank,TE,Cole Kmet,6
4,2024,Adam Rank,TE,Jake Ferguson,7
4,2024,Adam Rank,TE,Dallas Goedert,8
4,2024,Adam Rank,TE,David Njoku,9
4,2024,Adam Rank,TE,Pat Freiermuth,10
4,2024,Adam Rank,TE,George Kittle,11
4,2024,Adam Rank,TE,Mark Andrews,12
4,2024,Adam Rank,DST,BAL DST,1
4,2024,Adam Rank,DST,NE DST,2
4,2024,Adam Rank,DST,PHI DST,3
4,2024,Adam Rank,DST,DAL DST,4
4,2024,Adam Rank,DST,CLE DST,5
4,2024,Adam Rank,DST,PIT DST,6
4,2024,Adam Rank,DST,SF DST,7
4,2024,Adam Rank,DST,BUF DST,8
4,2024,Adam Rank,DST,MIA DST,9
4,2024,Adam Rank,DST,KC DST,10
5,2024,Justin Boone,QB,Kyler Murray,1
5,2024,Justin Boone,QB,Anthony Richardson,2
5,2024,Justin Boone,QB,Josh Allen,3
5,2024,Justin Boone,QB,Lamar Jackson,4
5,2024,Justin Boone,QB,Joe Burrow,5
5,2024,Justin Boone,QB,Justin Herbert,6
5,2024,Justin Boone,QB,Jordan Love,7
5,2024,Justin Boone,QB,Dak Prescott,8
5,2024,Justin Boone,QB,Trevor Lawrence,9
5,2024,Justin Boone,QB,Jalen Hurts,10
5,2024,Justin Boone,QB,Tua Tagovailoa,11
5,2024,Justin Boone,QB,Brock Purdy,12
5,2024,Justin Boone,RB,Kyren Williams,1
5,2024,Justin Boone,RB,Jonathan Taylor,2
5,2024,Justin Boone,RB,Josh Jacobs,3
5,2024,Justin Boone,RB,Rhamondre Stevenson,4
5,2024,Justin Boone,RB,Travis Etienne,5
5,2024,Justin Boone,RB,Saquon Barkley,6
5,2024,Justin Boone,RB,De'Von Achane,7
5,2024,Justin Boone,RB,Tony Pollard,8
5,2024,Justin Boone,RB,David Montgomery,9
5,2024,Justin Boone,RB,Bijan Robinson,10
5,2024,Justin Boone,RB,Najee Harris,11
5,2024,Justin Boone,RB,Christian McCaffrey,12
5,2024,Justin Boone,RB,Derrick Henry,13
5,2024,Justin Boone,RB,James Cook,14
5,2024,Justin Boone,RB,Breece Hall,15
5,2024,Justin Boone,RB,Aaron Jones,16
5,2024,Justin Boone,WR,Puka Nacua,1
5,2024,Justin Boone,WR,DeVonta Smith,2
5,2024,Justin Boone,WR,Chris Olave,3
5,2024,Justin Boone,WR,Michael Pittman,4
5,2024,Justin Boone,WR,Davante Adams,5
5,2024,Justin Boone,WR,Justin Jefferson,6
5,2024,Justin Boone,WR,Garrett Wilson,7
5,2024,Justin Boone,WR,Tee Higgins,8
5,2024,Justin Boone,WR,CeeDee Lamb,9
5,2024,Justin Boone,WR,Keenan Allen,10
5,2024,Justin Boone,WR,Ja'Marr Chase,11
5,2024,Justin Boone,WR,DK Metcalf,12
5,2024,Justin Boone,WR,Drake London,13
5,2024,Justin Boone,WR,Stefon Diggs,14
5,2024,Justin Boone,WR,Amon-Ra St. Brown,15
5,2024,Justin Boone,WR,Tyreek Hill,16
5,2024,Justin Boone,TE,Isaiah Likely,1
5,2024,Justin Boone,TE,Brock Bowers,2
5,2024,Justin Boone,TE,Foster Moreau,3
5,2024,Justin Boone,TE,George Kittle,4
5,2024,Justin Boone,TE,Travis Kelce,5
5,2024,Justin Boone,TE,David Njoku,6
5,2024,Justin Boone,TE,Pat Freiermuth,7
5,2024,Justin Boone,TE,Jake Ferguson,8
5,2024,Justin Boone,TE,Mark Andrews,9
5,2024,Justin Boone,TE,Dallas Goedert,10
5,2024,Justin Boone,TE,Cole Kmet,11
5,2024,Justin Boone,TE,Sam LaPorta,12
5,2024,Justin Boone,DST,SF DST,1
5,2024,Justin Boone,DST,BAL DST,2
5,2024,Justin Boone,DST,NE DST,3
5,2024,Justin Boone,DST,MIA DST,4
5,2024,Justin Boone,DST,PIT DST,5
5,2024,Justin Boone,DST,KC DST,6
5,2024,Justin Boone,DST,BUF DST,7
5,2024,Justin Boone,DST,DAL DST,8
5,2024,Justin Boone,DST,PHI DST,9
5,2024,Justin Boone,DST,CLE DST,10
5,2024,Dave Richard,QB,Joe Burrow,1
5,2024,Dave Richard,QB,Kyler Murray,2
5,2024,Dave Richard,QB,Brock Purdy,3
5,2024,Dave Richard,QB,Justin Herbert,4
5,2024,Dave Richard,QB,Lamar Jackson,5
5,2024,Dave Richard,QB,Trevor Lawrence,6
5,2024,Dave Richard,QB,Dak Prescott,7
5,2024,Dave Richard,QB,Anthony Richardson,8
5,2024,Dave Richard,QB,Jordan Love,9
5,2024,Dave Richard,QB,Tua Tagovailoa,10
5,2024,Dave Richard,QB,Jalen Hurts,11
5,2024,Dave Richard,QB,Josh Allen,12
5,2024,Dave Richard,RB,Aaron Jones,1
5,2024,Dave Richard,RB,Kyren Williams,2
5,2024,Dave Richard,RB,Travis Etienne,3
5,2024,Dave Richard,RB,Rhamondre Stevenson,4
5,2024,Dave Richard,RB,Christian McCaffrey,5
5,2024,Dave Richard,RB,Josh Jacobs,6
5,2024,Dave Richard,RB,Breece Hall,7
5,2024,Dave Richard,RB,Saquon Barkley,8
5,2024,Dave Richard,RB,Bijan Robinson,9
5,2024,Dave Richard,RB,Jonathan Taylor,10
5,2024,Dave Richard,RB,Derrick Henry,11
5,2024,Dave Richard,RB,Najee Harris,12
5,2024,Dave Richard,RB,De'Von Achane,13
5,2024,Dave Richard,RB,Tony Pollard,14
5,2024,Dave Richard,RB,James Cook,15
5,2024,Dave Richard,RB,David Montgomery,16
5,2024,Dave Richard,WR,Stefon Diggs,1
5,2024,Dave Richard,WR,Justin Jefferson,2
5,2024,Dave Richard,WR,Amon-Ra St. Brown,3
5,2024,Dave Richard,WR,Michael Pittman,4
5,2024,Dave Richard,WR,DeVonta Smith,5
5,2024,Dave Richard,WR,Puka Nacua,6
5,2024,Dave Richard,WR,DK Metcalf,7
5,2024,Dave Richard,WR,Garrett Wilson,8
5,2024,Dave Richard,WR,Davante Adams,9
5,2024,Dave Richard,WR,Drake London,10
5,2024,Dave Richard,WR,Keenan Allen,11
5,2024,Dave Richard,WR,Tee Higgins,12
5,2024,Dave Richard,WR,CeeDee Lamb,13
5,2024,Dave Richard,WR,Chris Olave,14
5,2024,Dave Richard,WR,Ja'Marr Chase,15
5,2024,Dave Richard,WR,Tyreek Hill,16
5,2024,Dave Richard,TE,Pat Freiermuth,1
5,2024,Dave Richard,TE,Dallas Goedert,2
5,2024,Dave Richard,TE,Isaiah Likely,3
5,2024,Dave Richard,TE,Foster Moreau,4
5,2024,Dave Richard,TE,George Kittle,5
5,2024,Dave Richard,TE,David Njoku,6
5,2024,Dave Richard,TE,Brock Bowers,7
5,2024,Dave Richard,TE,Cole Kmet,8
5,2024,Dave Richard,TE,Mark Andrews,9
5,2024,Dave Richard,TE,Sam LaPorta,10
5,2024,Dave Richard,TE,Travis Kelce,11
5,2024,Dave Richard,TE,Jake Ferguson,12
5,2024,Dave Richard,DST,MIA DST,1
5,2024,Dave Richard,DST,CLE DST,2
5,2024,Dave Richard,DST,SF DST,3
5,2024,Dave Richard,DST,PHI DST,4
5,2024,Dave Richard,DST,DAL DST,5
5,2024,Dave Richard,DST,KC DST,6
5,2024,Dave Richard,DST,BUF DST,7
5,2024,Dave Richard,DST,NE DST,8
5,2024,Dave Richard,DST,PIT DST,9
5,2024,Dave Richard,DST,BAL DST,10
5,2024,Sal Vetri,QB,Josh Allen,1
5,2024,Sal Vetri,QB,Kyler Murray,2
5,2024,Sal Vetri,QB,Dak Prescott,3
5,2024,Sal Vetri,QB,Anthony Richardson,4
5,2024,Sal Vetri,QB,Trevor Lawrence,5
5,2024,Sal Vetri,QB,Joe Burrow,6
5,2024,Sal Vetri,QB,Justin Herbert,7
5,2024,Sal Vetri,QB,Jordan Love,8
5,2024,Sal Vetri,QB,Jalen Hurts,9
5,2024,Sal Vetri,QB,Brock Purdy,10
5,2024,Sal Vetri,QB,Tua Tagovailoa,11
5,2024,Sal Vetri,QB,Lamar Jackson,12
5,2024,Sal Vetri,RB,Aaron Jones,1
5,2024,Sal Vetri,RB,Christian McCaffrey,2
5,2024,Sal Vetri,RB,De'Von Achane,3
5,2024,Sal Vetri,RB,Jonathan Taylor,4
5,2024,Sal Vetri,RB,James Cook,5
5,2024,Sal Vetri,RB,Josh Jacobs,6
5,2024,Sal Vetri,RB,Breece Hall,7
5,2024,Sal Vetri,RB,Derrick Henry,8
5,2024,Sal Vetri,RB,Kyren Williams,9
5,2024,Sal Vetri,RB,Najee Harris,10
5,2024,Sal Vetri,RB,Saquon Barkley,11
5,2024,Sal Vetri,RB,Bijan Robinson,12
5,2024,Sal Vetri,RB,David Montgomery,13
5,2024,Sal Vetri,RB,Tony Pollard,14
5,2024,Sal Vetri,RB,Travis Etienne,15
5,2024,Sal Vetri,RB,Rhamondre Stevenson,16
5,2024,Sal Vetri,WR,Tee Higgins,1
5,2024,Sal Vetri,WR,CeeDee Lamb,2
5,2024,Sal Vetri,WR,Garrett Wilson,3
5,2024,Sal Vetri,WR,Davante Adams,4
5,2024,Sal Vetri,WR,Tyreek Hill,5
5,2024,Sal Vetri,WR,Puka Nacua,6
5,2024,Sal Vetri,WR,DK Metcalf,7
5,2024,Sal Vetri,WR,Keenan Allen,8
5,2024,Sal Vetri,WR,Stefon Diggs,9
5,2024,Sal Vetri,WR,Ja'Marr Chase,10
5,2024,Sal Vetri,WR,Chris Olave,11
5,2024,Sal Vetri,WR,Justin Jefferson,12
5,2024,Sal Vetri,WR,Drake London,13
5,2024,Sal Vetri,WR,DeVonta Smith,14
5,2024,Sal Vetri,WR,Amon-Ra St. Brown,15
5,2024,Sal Vetri,WR,Michael Pittman,16
5,2024,Sal Vetri,TE,Brock Bowers,1
5,2024,Sal Vetri,TE,Mark Andrews,2
5,2024,Sal Vetri,TE,Isaiah Likely,3
5,2024,Sal Vetri,TE,Pat Freiermuth,4
5,2024,Sal Vetri,TE,George Kittle,5
5,2024,Sal Vetri,TE,Foster Moreau,6
5,2024,Sal Vetri,TE,David Njoku,7
5,2024,Sal Vetri,TE,Dallas Goedert,8
5,2024,Sal Vetri,TE,Cole Kmet,9
5,2024,Sal Vetri,TE,Sam LaPorta,10
5,2024,Sal Vetri,TE,Travis Kelce,11
5,2024,Sal Vetri,TE,Jake Ferguson,12
5,2024,Sal Vetri,DST,BUF DST,1
5,2024,Sal Vetri,DST,CLE DST,2
5,2024,Sal Vetri,DST,SF DST,3
5,2024,Sal Vetri,DST,PIT DST,4
5,2024,Sal Vetri,DST,NE DST,5
5,2024,Sal Vetri,DST,DAL DST,6
5,2024,Sal Vetri,DST,MIA DST,7
5,2024,Sal Vetri,DST,BAL DST,8
5,2024,Sal Vetri,DST,KC DST,9
5,2024,Sal Vetri,DST,PHI DST,10
5,2024,Jake Ciely,QB,Lamar Jackson,1
5,2024,Jake Ciely,QB,Jordan Love,2
5,2024,Jake Ciely,QB,Dak Prescott,3
5,2024,Jake Ciely,QB,Jalen Hurts,4
5,2024,Jake Ciely,QB,Justin Herbert,5
5,2024,Jake Ciely,QB,Anthony Richardson,6
5,2024,Jake Ciely,QB,Brock Purdy,7
5,2024,Jake Ciely,QB,Tua Tagovailoa,8
5,2024,Jake Ciely,QB,Trevor Lawrence,9
5,2024,Jake Ciely,QB,Kyler Murray,10
5,2024,Jake Ciely,QB,Josh Allen,11
5,2024,Jake Ciely,QB,Joe Burrow,12
5,2024,Jake Ciely,RB,David Montgomery,1
5,2024,Jake Ciely,RB,Breece Hall,2
5,2024,Jake Ciely,RB,Josh Jacobs,3
5,2024,Jake Ciely,RB,Bijan Robinson,4
5,2024,Jake Ciely,RB,Tony Pollard,5
5,2024,Jake Ciely,RB,Christian McCaffrey,6
5,2024,Jake Ciely,RB,De'Von Achane,7
5,2024,Jake Ciely,RB,Derrick Henry,8
5,2024,Jake Ciely,RB,Aaron Jones,9
5,2024,Jake Ciely,RB,Najee Harris,10
5,2024,Jake Ciely,RB,Travis Etienne,11
5,2024,Jake Ciely,RB,Saquon Barkley,12
5,2024,Jake Ciely,RB,Jonathan Taylor,13
5,2024,Jake Ciely,RB,Rhamondre Stevenson,14
5,2024,Jake Ciely,RB,James Cook,15
5,2024,Jake Ciely,RB,Kyren Williams,16
5,2024,Jake Ciely,WR,DeVonta Smith,1
5,2024,Jake Ciely,WR,Tee Higgins,2
5,2024,Jake Ciely,WR,DK Metcalf,3
5,2024,Jake Ciely,WR,Davante Adams,4
5,2024,Jake Ciely,WR,Puka Nacua,5
5,2024,Jake Ciely,WR,CeeDee Lamb,6
5,2024,Jake Ciely,WR,Drake London,7
5,2024,Jake Ciely,WR,Chris Olave,8
5,2024,Jake Ciely,WR,Stefon Diggs,9
5,2024,Jake Ciely,WR,Michael Pittman,10
5,2024,Jake Ciely,WR,Justin Jefferson,11
5,2024,Jake Ciely,WR,Ja'Marr Chase,12
5,2024,Jake Ciely,WR,Keenan Allen,13
5,2024,Jake Ciely,WR,Tyreek Hill,14
5,2024,Jake Ciely,WR,Amon-Ra St. Brown,15
5,2024,Jake Ciely,WR,Garrett Wilson,16
5,2024,Jake Ciely,TE,Brock Bowers,1
5,2024,Jake Ciely,TE,Sam LaPorta,2
5,2024,Jake Ciely,TE,Cole Kmet,3
5,2024,Jake Ciely,TE,Dallas Goedert,4
5,2024,Jake Ciely,TE,Foster Moreau,5
5,2024,Jake Ciely,TE,Isaiah Likely,6
5,2024,Jake Ciely,TE,Mark Andrews,7
5,2024,Jake Ciely,TE,David Njoku,8
5,2024,Jake Ciely,TE,Jake Ferguson,9
5,2024,Jake Ciely,TE,George Kittle,10
5,2024,Jake Ciely,TE,Travis Kelce,11
5,2024,Jake Ciely,TE,Pat Freiermuth,12
5,2024,Jake Ciely,DST,CLE DST,1
5,2024,Jake Ciely,DST,KC DST,2
5,2024,Jake Ciely,DST,BAL DST,3
5,2024,Jake Ciely,DST,BUF DST,4
5,2024,Jake Ciely,DST,SF DST,5
5,2024,Jake Ciely,DST,PIT DST,6
5,2024,Jake Ciely,DST,DAL DST,7
5,2024,Jake Ciely,DST,MIA DST,8
5,2024,Jake Ciely,DST,PHI DST,9
5,2024,Jake Ciely,DST,NE DST,10
5,2024,Heath Cummings,QB,Tua Tagovailoa,1
5,2024,Heath Cummings,QB,Brock Purdy,2
5,2024,Heath Cummings,QB,Justin Herbert,3
5,2024,Heath Cummings,QB,Anthony Richardson,4
5,2024,Heath Cummings,QB,Trevor Lawrence,5
5,2024,Heath Cummings,QB,Kyler Murray,6
5,2024,Heath Cummings,QB,Dak Prescott,7
5,2024,Heath Cummings,QB,Josh Allen,8
5,2024,Heath Cummings,QB,Joe Burrow,9
5,2024,Heath Cummings,QB,Jalen Hurts,10
5,2024,Heath Cummings,QB,Jordan Love,11
5,2024,Heath Cummings,QB,Lamar Jackson,12
5,2024,Heath Cummings,RB,Breece Hall,1
5,2024,Heath Cummings,RB,Bijan Robinson,2
5,2024,Heath Cummings,RB,Tony Pollard,3
5,2024,Heath Cummings,RB,De'Von Achane,4
5,2024,Heath Cummings,RB,Jonathan Taylor,5
5,2024,Heath Cummings,RB,Saquon Barkley,6
5,2024,Heath Cummings,RB,James Cook,7
5,2024,Heath Cummings,RB,Kyren Williams,8
5,2024,Heath Cummings,RB,Aaron Jones,9
5,2024,Heath Cummings,RB,Derrick Henry,10
5,2024,Heath Cummings,RB,David Montgomery,11
5,2024,Heath Cummings,RB,Najee Harris,12
5,2024,Heath Cummings,RB,Rhamondre Stevenson,13
5,2024,Heath Cummings,RB,Josh Jacobs,14
5,2024,Heath Cummings,RB,Christian McCaffrey,15
5,2024,Heath Cummings,RB,Travis Etienne,16
5,2024,Heath Cummings,WR,DK Metcalf,1
5,2024,Heath Cummings,WR,Ja'Marr Chase,2
5,2024,Heath Cummings,WR,Keenan Allen,3
5,2024,Heath Cummings,WR,Puka Nacua,4
5,2024,Heath Cummings,WR,Davante Adams,5
5,2024,Heath Cummings,WR,Michael Pittman,6
5,2024,Heath Cummings,WR,Tee Higgins,7
5,2024,Heath Cummings,WR,CeeDee Lamb,8
5,2024,Heath Cummings,WR,Justin Jefferson,9
5,2024,Heath Cummings,WR,Amon-Ra St. Brown,10
5,2024,Heath Cummings,WR,Garrett Wilson,11
5,2024,Heath Cummings,WR,Chris Olave,12
5,2024,Heath Cummings,WR,Tyreek Hill,13
5,2024,Heath Cummings,WR,Stefon Diggs,14
5,2024,Heath Cummings,WR,Drake London,15
5,2024,Heath Cummings,WR,DeVonta Smith,16
5,2024,Heath Cummings,TE,Sam LaPorta,1
5,2024,Heath Cummings,TE,George Kittle,2
5,2024,Heath Cummings,TE,Mark Andrews,3
5,2024,Heath Cummings,TE,Jake Ferguson,4
5,2024,Heath Cummings,TE,Isaiah Likely,5
5,2024,Heath Cummings,TE,Pat Freiermuth,6
5,2024,Heath Cummings,TE,Travis Kelce,7
5,2024,Heath Cummings,TE,Foster Moreau,8
5,2024,Heath Cummings,TE,Brock Bowers,9
5,2024,Heath Cummings,TE,Dallas Goedert,10
5,2024,Heath Cummings,TE,Cole Kmet,11
5,2024,Heath Cummings,TE,David Njoku,12
5,2024,Heath Cummings,DST,KC DST,1
5,2024,Heath Cummings,DST,NE DST,2
5,2024,Heath Cummings,DST,CLE DST,3
5,2024,Heath Cummings,DST,PHI DST,4
5,2024,Heath Cummings,DST,BUF DST,5
5,2024,Heath Cummings,DST,BAL DST,6
5,2024,Heath Cummings,DST,MIA DST,7
5,2024,Heath Cummings,DST,SF DST,8
5,2024,Heath Cummings,DST,DAL DST,9
5,2024,Heath Cummings,DST,PIT DST,10
5,2024,Scott Pianowski,QB,Kyler Murray,1
5,2024,Scott Pianowski,QB,Dak Prescott,2
5,2024,Scott Pianowski,QB,Justin Herbert,3
5,2024,Scott Pianowski,QB,Brock Purdy,4
5,2024,Scott Pianowski,QB,Tua Tagovailoa,5
5,2024,Scott Pianowski,QB,Jordan Love,6
5,2024,Scott Pianowski,QB,Joe Burrow,7
5,2024,Scott Pianowski,QB,Josh Allen,8
5,2024,Scott Pianowski,QB,Jalen Hurts,9
5,2024,Scott Pianowski,QB,Trevor Lawrence,10
5,2024,Scott Pianowski,QB,Anthony Richardson,11
5,2024,Scott Pianowski,QB,Lamar Jackson,12
5,2024,Scott Pianowski,RB,Rhamondre Stevenson,1
5,2024,Scott Pianowski,RB,Kyren Williams,2
5,2024,Scott Pianowski,RB,James Cook,3
5,2024,Scott Pianowski,RB,Tony Pollard,4
5,2024,Scott Pianowski,RB,Najee Harris,5
5,2024,Scott Pianowski,RB,Bijan Robinson,6
5,2024,Scott Pianowski,RB,Jonathan Taylor,7
5,2024,Scott Pianowski,RB,Breece Hall,8
5,2024,Scott Pianowski,RB,Christian McCaffrey,9
5,2024,Scott Pianowski,RB,Saquon Barkley,10
5,2024,Scott Pianowski,RB,Aaron Jones,11
5,2024,Scott Pianowski,RB,Josh Jacobs,12
5,2024,Scott Pianowski,RB,Travis Etienne,13
5,2024,Scott Pianowski,RB,David Montgomery,14
5,2024,Scott Pianowski,RB,De'Von Achane,15
5,2024,Scott Pianowski,RB,Derrick Henry,16
5,2024,Scott Pianowski,WR,Drake London,1
5,2024,Scott Pianowski,WR,Puka Nacua,2
5,2024,Scott Pianowski,WR,Davante Adams,3
5,2024,Scott Pianowski,WR,Chris Olave,4
5,2024,Scott Pianowski,WR,Garrett Wilson,5
5,2024,Scott Pianowski,WR,Michael Pittman,6
5,2024,Scott Pianowski,WR,DeVonta Smith,7
5,2024,Scott Pianowski,WR,Tee Higgins,8
5,2024,Scott Pianowski,WR,Stefon Diggs,9
5,2024,Scott Pianowski,WR,CeeDee Lamb,10
5,2024,Scott Pianowski,WR,Amon-Ra St. Brown,11
5,2024,Scott Pianowski,WR,DK Metcalf,12
5,2024,Scott Pianowski,WR,Justin Jefferson,13
5,2024,Scott Pianowski,WR,Keenan Allen,14
5,2024,Scott Pianowski,WR,Ja'Marr Chase,15
5,2024,Scott Pianowski,WR,Tyreek Hill,16
5,2024,Scott Pianowski,TE,Isaiah Likely,1
5,2024,Scott Pianowski,TE,Cole Kmet,2
5,2024,Scott Pianowski,TE,George Kittle,3
5,2024,Scott Pianowski,TE,Pat Freiermuth,4
5,2024,Scott Pianowski,TE,Travis Kelce,5
5,2024,Scott Pianowski,TE,Foster Moreau,6
5,2024,Scott Pianowski,TE,Sam LaPorta,7
5,2024,Scott Pianowski,TE,David Njoku,8
5,2024,Scott Pianowski,TE,Jake Ferguson,9
5,2024,Scott Pianowski,TE,Brock Bowers,10
5,2024,Scott Pianowski,TE,Mark Andrews,11
5,2024,Scott Pianowski,TE,Dallas Goedert,12
5,2024,Scott Pianowski,DST,KC DST,1
5,2024,Scott Pianowski,DST,PIT DST,2
5,2024,Scott Pianowski,DST,DAL DST,3
5,2024,Scott Pianowski,DST,BAL DST,4
5,2024,Scott Pianowski,DST,NE DST,5
5,2024,Scott Pianowski,DST,MIA DST,6
5,2024,Scott Pianowski,DST,SF DST,7
5,2024,Scott Pianowski,DST,BUF DST,8
5,2024,Scott Pianowski,DST,CLE DST,9
5,2024,Scott Pianowski,DST,PHI DST,10
5,2024,Jamey Eisenberg,QB,Anthony Richardson,1
5,2024,Jamey Eisenberg,QB,Josh Allen,2
5,2024,Jamey Eisenberg,QB,Kyler Murray,3
5,2024,Jamey Eisenberg,QB,Lamar Jackson,4
5,2024,Jamey Eisenberg,QB,Joe Burrow,5
5,2024,Jamey Eisenberg,QB,Justin Herbert,6
5,2024,Jamey Eisenberg,QB,Trevor Lawrence,7
5,2024,Jamey Eisenberg,QB,Jalen Hurts,8
5,2024,Jamey Eisenberg,QB,Brock Purdy,9
5,2024,Jamey Eisenberg,QB,Jordan Love,10
5,2024,Jamey Eisenberg,QB,Tua Tagovailoa,11
5,2024,Jamey Eisenberg,QB,Dak Prescott,12
5,2024,Jamey Eisenberg,RB,Jonathan Taylor,1
5,2024,Jamey Eisenberg,RB,Najee Harris,2
5,2024,Jamey Eisenberg,RB,De'Von Achane,3
5,2024,Jamey Eisenberg,RB,Kyren Williams,4
5,2024,Jamey Eisenberg,RB,Christian McCaffrey,5
5,2024,Jamey Eisenberg,RB,Aaron Jones,6
5,2024,Jamey Eisenberg,RB,James Cook,7
5,2024,Jamey Eisenberg,RB,Josh Jacobs,8
5,2024,Jamey Eisenberg,RB,Rhamondre Stevenson,9
5,2024,Jamey Eisenberg,RB,Tony Pollard,10
5,2024,Jamey Eisenberg,RB,Bijan Robinson,11
5,2024,Jamey Eisenberg,RB,Saquon Barkley,12
